CarbMonox1,79.42867113707813
CarbMonox2,175.87134443390633
CarbMonox3,46.41240586669744
CarbMonox4,4.443970295217607
CarbMonox5,2.032892408000381
NitDiox1,7.453763943355609
NitDiox2,427.8068207761567
NitDiox3,13.401046501640753
NitDiox4,30.11211887828437
NitDiox5,71.69202024558297
Ozone1,14.079813023018058
Ozone2,107.1540736001892
Ozone3,23.204976528866474
Ozone4,12.20047722603787
Ozone5,24.993647993014708
PM1,85.63966975959934
PM2,55.03256213581961
PM3,169.55402949111163
PM4,34.24358565025763
PM5,840.3512272735276
SulphDiox1,2.808336800961174
SulphDiox2,31.677713915837757
SulphDiox3,210.84700179656022
SulphDiox4,86.74299147364239
SulphDiox5,99.56503600092984
